user_id,product_id,event_type,event_time
3745.0,56165.0,purchase,2026-03-24T15:34:16.160772
8932.0,32440.0,cart,2026-03-24T15:34:16.160779
9049.0,77858.0,cart,2026-03-24T15:34:16.160784
,44284.0,,2026-03-24T15:34:16.160794
,,,2026-03-24T15:34:16.160803
1596.0,96840.0,wishlist,2026-03-24T15:34:16.160808
9414.0,32611.0,view,2026-03-24T15:34:16.160815
,,cart,2026-03-24T15:34:16.160824
1917.0,14956.0,cart,2026-03-24T15:34:16.160830
7289.0,80937.0,purchase,2026-03-24T15:34:16.160836
7407.0,99569.0,purchase,2026-03-24T15:34:16.160842
5594.0,48147.0,wishlist,2026-03-24T15:34:16.160848
6946.0,28609.0,view,2026-03-24T15:34:16.160855
1122.0,45744.0,wishlist,2026-03-24T15:34:16.160861
7377.0,28098.0,view,2026-03-24T15:34:16.160867
2905.0,42238.0,wishlist,2026-03-24T15:34:16.160874
8541.0,18331.0,purchase,2026-03-24T15:34:16.160881
1965.0,65516.0,wishlist,2026-03-24T15:34:16.160888
5341.0,45164.0,cart,2026-03-24T15:34:16.160895
6955.0,65236.0,purchase,2026-03-24T15:34:16.160901
8924.0,98640.0,purchase,2026-03-24T15:34:16.160907
6814.0,28214.0,view,2026-03-24T15:34:16.160915
9900.0,10379.0,wishlist,2026-03-24T15:34:16.160921
4813.0,90373.0,purchase,2026-03-24T15:34:16.160928
5450.0,54325.0,view,2026-03-24T15:34:16.160934
9150.0,58962.0,,2026-03-24T15:34:16.160944
8268.0,96099.0,cart,2026-03-24T15:34:16.160951
7152.0,39533.0,view,2026-03-24T15:34:16.160957
1436.0,81584.0,purchase,2026-03-24T15:34:16.160963
6329.0,33092.0,wishlist,2026-03-24T15:34:16.160970
7489.0,34105.0,view,2026-03-24T15:34:16.160976
4631.0,99133.0,wishlist,2026-03-24T15:34:16.160982
7288.0,69807.0,view,2026-03-24T15:34:16.160988
4032.0,40416.0,cart,2026-03-24T15:34:16.160996
4428.0,88266.0,wishlist,2026-03-24T15:34:16.161002
1553.0,,,2026-03-24T15:34:16.161016
4600.0,17957.0,view,2026-03-24T15:34:16.161023
,89678.0,,2026-03-24T15:34:16.161032
4264.0,24507.0,wishlist,2026-03-24T15:34:16.161039
5230.0,84539.0,purchase,2026-03-24T15:34:16.161045
9350.0,91695.0,purchase,2026-03-24T15:34:16.161052
6204.0,58736.0,wishlist,2026-03-24T15:34:16.161060
2174.0,44793.0,cart,2026-03-24T15:34:16.161119
,,,2026-03-24T15:34:16.161142
7128.0,92782.0,cart,2026-03-24T15:34:16.161148
1302.0,85825.0,wishlist,2026-03-24T15:34:16.161153
3116.0,13541.0,view,2026-03-24T15:34:16.161158
7028.0,83732.0,cart,2026-03-24T15:34:16.161163
3955.0,56388.0,purchase,2026-03-24T15:34:16.161183
7014.0,93762.0,purchase,2026-03-24T15:34:16.161191
8806.0,43992.0,purchase,2026-03-24T15:34:16.161197
2404.0,41640.0,view,2026-03-24T15:34:16.161203
2426.0,40700.0,cart,2026-03-24T15:34:16.161209
,78706.0,purchase,2026-03-24T15:34:16.161221
9381.0,79135.0,purchase,2026-03-24T15:34:16.161229
7849.0,34709.0,cart,2026-03-24T15:34:16.161235
5585.0,66938.0,wishlist,2026-03-24T15:34:16.161242
7870.0,95287.0,cart,2026-03-24T15:34:16.161247
8869.0,59930.0,view,2026-03-24T15:34:16.161252
4688.0,94771.0,wishlist,2026-03-24T15:34:16.161258
1615.0,54263.0,purchase,2026-03-24T15:34:16.161263
2992.0,64818.0,view,2026-03-24T15:34:16.161268
9216.0,35278.0,cart,2026-03-24T15:34:16.161273
1337.0,10327.0,purchase,2026-03-24T15:34:16.161278
3208.0,83378.0,view,2026-03-24T15:34:16.161285
8988.0,32541.0,cart,2026-03-24T15:34:16.161292
5786.0,25989.0,view,2026-03-24T15:34:16.161298
5007.0,98702.0,view,2026-03-24T15:34:16.161304
7819.0,,,2026-03-24T15:34:16.161313
1970.0,42523.0,view,2026-03-24T15:34:16.161321
4831.0,39724.0,cart,2026-03-24T15:34:16.161326
9097.0,99306.0,wishlist,2026-03-24T15:34:16.161330
9812.0,26808.0,purchase,2026-03-24T15:34:16.161335
5118.0,63386.0,view,2026-03-24T15:34:16.161340
4918.0,10805.0,cart,2026-03-24T15:34:16.161345
5163.0,84770.0,wishlist,2026-03-24T15:34:16.161371
8893.0,16596.0,cart,2026-03-24T15:34:16.161377
6465.0,58115.0,purchase,2026-03-24T15:34:16.161383
5175.0,43379.0,wishlist,2026-03-24T15:34:16.161388
3304.0,76238.0,view,2026-03-24T15:34:16.161394
8630.0,41698.0,cart,2026-03-24T15:34:16.161399
,,,2026-03-24T15:34:16.161408
9116.0,68863.0,purchase,2026-03-24T15:34:16.161413
3413.0,18234.0,wishlist,2026-03-24T15:34:16.161418
5022.0,18478.0,purchase,2026-03-24T15:34:16.161423
6714.0,98540.0,view,2026-03-24T15:34:16.161428
5097.0,48167.0,cart,2026-03-24T15:34:16.161433
6007.0,70070.0,wishlist,2026-03-24T15:34:16.161438
1535.0,12082.0,view,2026-03-24T15:34:16.161444
9863.0,54710.0,view,2026-03-24T15:34:16.161449
4088.0,10850.0,view,2026-03-24T15:34:16.161455
6157.0,77415.0,cart,2026-03-24T15:34:16.161460
7939.0,25013.0,view,2026-03-24T15:34:16.161466
1912.0,36791.0,cart,2026-03-24T15:34:16.161471
7889.0,12174.0,cart,2026-03-24T15:34:16.161476
8581.0,55306.0,purchase,2026-03-24T15:34:16.161481
2017.0,47955.0,view,2026-03-24T15:34:16.161487
6430.0,,purchase,2026-03-24T15:34:16.161497
1182.0,99093.0,cart,2026-03-24T15:34:16.161502
1659.0,89982.0,wishlist,2026-03-24T15:34:16.161508
9951.0,16171.0,cart,2026-03-24T15:34:16.161514
4227.0,69725.0,cart,2026-03-24T15:34:16.161518
4797.0,81256.0,wishlist,2026-03-24T15:34:16.161523
8854.0,23504.0,cart,2026-03-24T15:34:16.161531
1409.0,17641.0,purchase,2026-03-24T15:34:16.161538
,,cart,2026-03-24T15:34:16.161546
3147.0,55752.0,view,2026-03-24T15:34:16.161552
8202.0,30130.0,cart,2026-03-24T15:34:16.161558
8919.0,72186.0,wishlist,2026-03-24T15:34:16.161563
7817.0,39925.0,purchase,2026-03-24T15:34:16.161569
6400.0,48220.0,view,2026-03-24T15:34:16.161574
3894.0,37258.0,wishlist,2026-03-24T15:34:16.161580
3227.0,54261.0,wishlist,2026-03-24T15:34:16.161585
9785.0,61607.0,view,2026-03-24T15:34:16.161591
4412.0,11085.0,purchase,2026-03-24T15:34:16.161596
7106.0,76223.0,cart,2026-03-24T15:34:16.161601
6062.0,30754.0,wishlist,2026-03-24T15:34:16.161607
3495.0,94571.0,view,2026-03-24T15:34:16.161612
8444.0,17220.0,view,2026-03-24T15:34:16.161616
,,,2026-03-24T15:34:16.161625
2883.0,47193.0,cart,2026-03-24T15:34:16.161629
6919.0,47211.0,wishlist,2026-03-24T15:34:16.161642
2131.0,80983.0,wishlist,2026-03-24T15:34:16.161646
7782.0,15264.0,purchase,2026-03-24T15:34:16.161651
9247.0,84092.0,view,2026-03-24T15:34:16.161655
7545.0,55460.0,wishlist,2026-03-24T15:34:16.161660
9609.0,13163.0,cart,2026-03-24T15:34:16.161665
2901.0,67422.0,view,2026-03-24T15:34:16.161670
5252.0,40802.0,view,2026-03-24T15:34:16.161676
5833.0,66707.0,wishlist,2026-03-24T15:34:16.161681
4315.0,18307.0,purchase,2026-03-24T15:34:16.161686
4236.0,43114.0,wishlist,2026-03-24T15:34:16.161691
8519.0,23863.0,view,2026-03-24T15:34:16.161697
9461.0,53971.0,wishlist,2026-03-24T15:34:16.161703
4742.0,73861.0,view,2026-03-24T15:34:16.161708
,,wishlist,2026-03-24T15:34:16.161715
3169.0,70810.0,cart,2026-03-24T15:34:16.161719
9434.0,11151.0,wishlist,2026-03-24T15:34:16.161723
6235.0,48769.0,purchase,2026-03-24T15:34:16.161726
3661.0,13504.0,purchase,2026-03-24T15:34:16.161730
1596.0,54676.0,wishlist,2026-03-24T15:34:16.161734
4440.0,55739.0,purchase,2026-03-24T15:34:16.161737
7395.0,32021.0,view,2026-03-24T15:34:16.161740
6826.0,68325.0,cart,2026-03-24T15:34:16.161744
8355.0,53499.0,wishlist,2026-03-24T15:34:16.161747
2009.0,76166.0,purchase,2026-03-24T15:34:16.161750
4799.0,24026.0,cart,2026-03-24T15:34:16.161754
9687.0,14302.0,view,2026-03-24T15:34:16.161758
5298.0,94552.0,cart,2026-03-24T15:34:16.161764
8802.0,34812.0,purchase,2026-03-24T15:34:16.161770
2179.0,58233.0,cart,2026-03-24T15:34:16.161774
4248.0,69911.0,cart,2026-03-24T15:34:16.161778
6402.0,15998.0,wishlist,2026-03-24T15:34:16.161784
1848.0,66508.0,cart,2026-03-24T15:34:16.161788
1779.0,89007.0,wishlist,2026-03-24T15:34:16.161793
8354.0,11572.0,purchase,2026-03-24T15:34:16.161798
2045.0,89407.0,wishlist,2026-03-24T15:34:16.161803
6331.0,50933.0,,2026-03-24T15:34:16.161812
2129.0,50477.0,purchase,2026-03-24T15:34:16.161817
6597.0,29945.0,wishlist,2026-03-24T15:34:16.161820
1597.0,90356.0,view,2026-03-24T15:34:16.161824
8853.0,94991.0,wishlist,2026-03-24T15:34:16.161827
1828.0,16969.0,wishlist,2026-03-24T15:34:16.161830
8176.0,71959.0,cart,2026-03-24T15:34:16.161833
9737.0,73568.0,view,2026-03-24T15:34:16.161837
4339.0,92379.0,wishlist,2026-03-24T15:34:16.161840
6152.0,65446.0,view,2026-03-24T15:34:16.161844
8522.0,50285.0,wishlist,2026-03-24T15:34:16.161847
7611.0,63372.0,wishlist,2026-03-24T15:34:16.161851
6537.0,17567.0,wishlist,2026-03-24T15:34:16.161854
5679.0,93028.0,cart,2026-03-24T15:34:16.161857
1707.0,98285.0,wishlist,2026-03-24T15:34:16.161861
2424.0,83720.0,view,2026-03-24T15:34:16.161864
9396.0,65587.0,purchase,2026-03-24T15:34:16.161867
1858.0,33737.0,purchase,2026-03-24T15:34:16.161870
9292.0,83983.0,purchase,2026-03-24T15:34:16.161874
3760.0,38636.0,view,2026-03-24T15:34:16.161877
3621.0,51267.0,wishlist,2026-03-24T15:34:16.161880
3692.0,84526.0,view,2026-03-24T15:34:16.161883
2560.0,37067.0,purchase,2026-03-24T15:34:16.161887
4305.0,76355.0,wishlist,2026-03-24T15:34:16.161890
6401.0,17850.0,purchase,2026-03-24T15:34:16.161894
,,,2026-03-24T15:34:16.161900
8727.0,43369.0,purchase,2026-03-24T15:34:16.161904
3457.0,92363.0,wishlist,2026-03-24T15:34:16.161907
6075.0,51877.0,wishlist,2026-03-24T15:34:16.161911
8542.0,59465.0,wishlist,2026-03-24T15:34:16.161914
9871.0,60574.0,purchase,2026-03-24T15:34:16.161917
3771.0,88437.0,purchase,2026-03-24T15:34:16.161921
5145.0,91570.0,cart,2026-03-24T15:34:16.161924
8557.0,15257.0,purchase,2026-03-24T15:34:16.161928
6655.0,93236.0,purchase,2026-03-24T15:34:16.161931
8431.0,84411.0,wishlist,2026-03-24T15:34:16.161934
6087.0,43362.0,cart,2026-03-24T15:34:16.161938
8392.0,19870.0,purchase,2026-03-24T15:34:16.161941
9476.0,88117.0,cart,2026-03-24T15:34:16.161945
4239.0,13491.0,wishlist,2026-03-24T15:34:16.161948
4128.0,91543.0,cart,2026-03-24T15:34:16.161951
3423.0,28465.0,view,2026-03-24T15:34:16.161954
1931.0,16840.0,cart,2026-03-24T15:34:16.161958
2527.0,32484.0,wishlist,2026-03-24T15:34:16.161961
,,,2026-03-24T15:34:16.161966
4066.0,11538.0,wishlist,2026-03-24T15:34:16.161969
3650.0,49729.0,cart,2026-03-24T15:34:16.161973
6867.0,91143.0,cart,2026-03-24T15:34:16.161976
1857.0,51604.0,view,2026-03-24T15:34:16.161979
1237.0,36493.0,wishlist,2026-03-24T15:34:16.161983
4012.0,16886.0,view,2026-03-24T15:34:16.161986
6874.0,50978.0,view,2026-03-24T15:34:16.161989
1756.0,82965.0,cart,2026-03-24T15:34:16.161992
7954.0,61887.0,wishlist,2026-03-24T15:34:16.161996
6545.0,32478.0,purchase,2026-03-24T15:34:16.161999
7884.0,89304.0,purchase,2026-03-24T15:34:16.162002
2166.0,90103.0,purchase,2026-03-24T15:34:16.162005
5293.0,35007.0,view,2026-03-24T15:34:16.162009
2917.0,48369.0,view,2026-03-24T15:34:16.162012
9849.0,71457.0,purchase,2026-03-24T15:34:16.162016
8142.0,56902.0,wishlist,2026-03-24T15:34:16.162019
,44990.0,,2026-03-24T15:34:16.162024
3713.0,33744.0,view,2026-03-24T15:34:16.162027
5725.0,,view,2026-03-24T15:34:16.162033
4657.0,54467.0,cart,2026-03-24T15:34:16.162036
4191.0,88383.0,view,2026-03-24T15:34:16.162039
5577.0,86964.0,cart,2026-03-24T15:34:16.162042
5824.0,81511.0,cart,2026-03-24T15:34:16.162046
4157.0,46120.0,purchase,2026-03-24T15:34:16.162050
9895.0,75402.0,view,2026-03-24T15:34:16.162054
2404.0,96889.0,cart,2026-03-24T15:34:16.162057
,,wishlist,2026-03-24T15:34:16.162061
6295.0,72974.0,cart,2026-03-24T15:34:16.162065
,29654.0,view,2026-03-24T15:34:16.162069
1569.0,63108.0,wishlist,2026-03-24T15:34:16.162073
2645.0,86100.0,cart,2026-03-24T15:34:16.162076
1705.0,82689.0,purchase,2026-03-24T15:34:16.162079
4329.0,63484.0,purchase,2026-03-24T15:34:16.162082
1401.0,77948.0,cart,2026-03-24T15:34:16.162086
6565.0,55175.0,wishlist,2026-03-24T15:34:16.162089
3561.0,83150.0,purchase,2026-03-24T15:34:16.162092
,,,2026-03-24T15:34:16.162098
2990.0,87362.0,purchase,2026-03-24T15:34:16.162101
,,cart,2026-03-24T15:34:16.162106
9254.0,25055.0,view,2026-03-24T15:34:16.162110
7639.0,56931.0,cart,2026-03-24T15:34:16.162113
1040.0,12709.0,view,2026-03-24T15:34:16.162116
3340.0,67224.0,cart,2026-03-24T15:34:16.162119
9460.0,,cart,2026-03-24T15:34:16.162124
6803.0,14296.0,purchase,2026-03-24T15:34:16.162127
6226.0,,cart,2026-03-24T15:34:16.162132
9357.0,38177.0,cart,2026-03-24T15:34:16.162135
6121.0,83315.0,purchase,2026-03-24T15:34:16.162139
6876.0,11114.0,view,2026-03-24T15:34:16.162142
4689.0,16129.0,cart,2026-03-24T15:34:16.162145
6496.0,25826.0,view,2026-03-24T15:34:16.162148
4631.0,68438.0,cart,2026-03-24T15:34:16.162151
1499.0,89859.0,wishlist,2026-03-24T15:34:16.162155
8032.0,53376.0,wishlist,2026-03-24T15:34:16.162158
4582.0,20212.0,wishlist,2026-03-24T15:34:16.162161
8467.0,70028.0,wishlist,2026-03-24T15:34:16.162174
5366.0,58209.0,wishlist,2026-03-24T15:34:16.162177
4656.0,41827.0,cart,2026-03-24T15:34:16.162180
6400.0,39929.0,cart,2026-03-24T15:34:16.162184
5680.0,27316.0,view,2026-03-24T15:34:16.162187
3783.0,74851.0,purchase,2026-03-24T15:34:16.162190
6720.0,91683.0,view,2026-03-24T15:34:16.162193
9475.0,74515.0,cart,2026-03-24T15:34:16.162196
4136.0,59561.0,cart,2026-03-24T15:34:16.162200
8151.0,35531.0,cart,2026-03-24T15:34:16.162203
1771.0,93312.0,wishlist,2026-03-24T15:34:16.162207
7622.0,53643.0,cart,2026-03-24T15:34:16.162210
9872.0,54597.0,purchase,2026-03-24T15:34:16.162213
1535.0,14063.0,view,2026-03-24T15:34:16.162216
9659.0,68673.0,view,2026-03-24T15:34:16.162220
8240.0,45922.0,purchase,2026-03-24T15:34:16.162223
4854.0,82444.0,purchase,2026-03-24T15:34:16.162226
9405.0,14225.0,purchase,2026-03-24T15:34:16.162229
8531.0,83962.0,view,2026-03-24T15:34:16.162233
2521.0,87989.0,purchase,2026-03-24T15:34:16.162236
9214.0,60325.0,purchase,2026-03-24T15:34:16.162239
8085.0,73907.0,view,2026-03-24T15:34:16.162242
5185.0,13115.0,purchase,2026-03-24T15:34:16.162245
7386.0,28286.0,wishlist,2026-03-24T15:34:16.162249
5048.0,88063.0,wishlist,2026-03-24T15:34:16.162252
2634.0,70640.0,purchase,2026-03-24T15:34:16.162256
1966.0,17009.0,cart,2026-03-24T15:34:16.162259
8123.0,59490.0,view,2026-03-24T15:34:16.162262
,,,2026-03-24T15:34:16.162267
3844.0,65688.0,view,2026-03-24T15:34:16.162271
3234.0,41760.0,view,2026-03-24T15:34:16.162274
7649.0,44737.0,cart,2026-03-24T15:34:16.162277
7164.0,72987.0,view,2026-03-24T15:34:16.162280
,,,2026-03-24T15:34:16.162285
4957.0,71907.0,view,2026-03-24T15:34:16.162288
6684.0,49563.0,wishlist,2026-03-24T15:34:16.162291
8341.0,54758.0,cart,2026-03-24T15:34:16.162295
2658.0,23747.0,view,2026-03-24T15:34:16.162298
8475.0,97032.0,wishlist,2026-03-24T15:34:16.162301
9540.0,65428.0,purchase,2026-03-24T15:34:16.162305
8894.0,33676.0,view,2026-03-24T15:34:16.162308
7818.0,77563.0,purchase,2026-03-24T15:34:16.162311
8752.0,28742.0,purchase,2026-03-24T15:34:16.162316
6487.0,23171.0,wishlist,2026-03-24T15:34:16.162319
5232.0,92893.0,purchase,2026-03-24T15:34:16.162322
8930.0,18752.0,purchase,2026-03-24T15:34:16.162325
5734.0,41508.0,view,2026-03-24T15:34:16.162328
1348.0,10547.0,wishlist,2026-03-24T15:34:16.162332
9394.0,78871.0,view,2026-03-24T15:34:16.162335
7194.0,47397.0,view,2026-03-24T15:34:16.162338
1591.0,93543.0,purchase,2026-03-24T15:34:16.162341
6438.0,91792.0,purchase,2026-03-24T15:34:16.162344
4332.0,88924.0,view,2026-03-24T15:34:16.162348
4938.0,89097.0,purchase,2026-03-24T15:34:16.162351
,,,2026-03-24T15:34:16.162357
2744.0,94934.0,wishlist,2026-03-24T15:34:16.162360
3845.0,11862.0,cart,2026-03-24T15:34:16.162363
4412.0,,purchase,2026-03-24T15:34:16.162368
7504.0,66044.0,purchase,2026-03-24T15:34:16.162371
1759.0,87040.0,view,2026-03-24T15:34:16.162375
6096.0,19516.0,purchase,2026-03-24T15:34:16.162378
9023.0,87590.0,wishlist,2026-03-24T15:34:16.162381
8826.0,85434.0,cart,2026-03-24T15:34:16.162384
6619.0,71836.0,cart,2026-03-24T15:34:16.162388
6927.0,71001.0,view,2026-03-24T15:34:16.162391
3486.0,52749.0,purchase,2026-03-24T15:34:16.162395
1881.0,20112.0,purchase,2026-03-24T15:34:16.162398
3460.0,24401.0,purchase,2026-03-24T15:34:16.162401
3275.0,74985.0,cart,2026-03-24T15:34:16.162405
1674.0,53245.0,cart,2026-03-24T15:34:16.162408
2246.0,57286.0,wishlist,2026-03-24T15:34:16.162411
7014.0,57368.0,purchase,2026-03-24T15:34:16.162414
8311.0,56417.0,wishlist,2026-03-24T15:34:16.162418
5554.0,44503.0,purchase,2026-03-24T15:34:16.162421
1137.0,45963.0,purchase,2026-03-24T15:34:16.162426
7506.0,93797.0,cart,2026-03-24T15:34:16.162429
9109.0,54108.0,view,2026-03-24T15:34:16.162432
3410.0,55918.0,wishlist,2026-03-24T15:34:16.162436
5738.0,,view,2026-03-24T15:34:16.162440
1116.0,55836.0,purchase,2026-03-24T15:34:16.162443
2670.0,33700.0,cart,2026-03-24T15:34:16.162447
7980.0,11008.0,purchase,2026-03-24T15:34:16.162450
4992.0,95733.0,cart,2026-03-24T15:34:16.162453
7842.0,80940.0,wishlist,2026-03-24T15:34:16.162456
1480.0,22919.0,view,2026-03-24T15:34:16.162459
7741.0,85491.0,wishlist,2026-03-24T15:34:16.162463
2054.0,21351.0,cart,2026-03-24T15:34:16.162466
1327.0,69838.0,view,2026-03-24T15:34:16.162469
9718.0,25891.0,view,2026-03-24T15:34:16.162472
2980.0,54400.0,wishlist,2026-03-24T15:34:16.162476
2189.0,37624.0,wishlist,2026-03-24T15:34:16.162479
1512.0,24431.0,view,2026-03-24T15:34:16.162482
7579.0,47199.0,cart,2026-03-24T15:34:16.162485
8296.0,37341.0,purchase,2026-03-24T15:34:16.162489
5589.0,94956.0,wishlist,2026-03-24T15:34:16.162492
8800.0,12525.0,wishlist,2026-03-24T15:34:16.162496
7749.0,16659.0,cart,2026-03-24T15:34:16.162499
9439.0,23344.0,wishlist,2026-03-24T15:34:16.162502
9748.0,57354.0,wishlist,2026-03-24T15:34:16.162506
4590.0,57250.0,wishlist,2026-03-24T15:34:16.162509
,,,2026-03-24T15:34:16.162514
5419.0,86386.0,wishlist,2026-03-24T15:34:16.162517
6705.0,50395.0,wishlist,2026-03-24T15:34:16.162520
9701.0,70180.0,purchase,2026-03-24T15:34:16.162524
2739.0,90711.0,purchase,2026-03-24T15:34:16.162527
9732.0,,cart,2026-03-24T15:34:16.162531
9280.0,68040.0,view,2026-03-24T15:34:16.162535
9363.0,16495.0,view,2026-03-24T15:34:16.162538
8022.0,72260.0,wishlist,2026-03-24T15:34:16.162541
2389.0,14881.0,wishlist,2026-03-24T15:34:16.162545
9833.0,55125.0,wishlist,2026-03-24T15:34:16.162548
5940.0,88026.0,purchase,2026-03-24T15:34:16.162551
4343.0,71903.0,purchase,2026-03-24T15:34:16.162555
2449.0,52690.0,purchase,2026-03-24T15:34:16.162558
5978.0,68500.0,wishlist,2026-03-24T15:34:16.162561
3625.0,85849.0,view,2026-03-24T15:34:16.162564
5262.0,10026.0,cart,2026-03-24T15:34:16.162568
7958.0,57701.0,cart,2026-03-24T15:34:16.162571
1841.0,91501.0,cart,2026-03-24T15:34:16.162574
