user_id,product_id,event_type,event_time,hour
7533.0,91595.0,purchase,2026-03-24 15:34:16.160738,2026-03-24 15:00:00
9600.0,46543.0,cart,2026-03-24 15:34:16.160746,2026-03-24 15:00:00
1646.0,84290.0,purchase,2026-03-24 15:34:16.160765,2026-03-24 15:00:00
3745.0,56165.0,purchase,2026-03-24 15:34:16.160772,2026-03-24 15:00:00
8932.0,32440.0,cart,2026-03-24 15:34:16.160779,2026-03-24 15:00:00
9049.0,77858.0,cart,2026-03-24 15:34:16.160784,2026-03-24 15:00:00
1596.0,96840.0,wishlist,2026-03-24 15:34:16.160808,2026-03-24 15:00:00
9414.0,32611.0,view,2026-03-24 15:34:16.160815,2026-03-24 15:00:00
1917.0,14956.0,cart,2026-03-24 15:34:16.160830,2026-03-24 15:00:00
7289.0,80937.0,purchase,2026-03-24 15:34:16.160836,2026-03-24 15:00:00
7407.0,99569.0,purchase,2026-03-24 15:34:16.160842,2026-03-24 15:00:00
5594.0,48147.0,wishlist,2026-03-24 15:34:16.160848,2026-03-24 15:00:00
6946.0,28609.0,view,2026-03-24 15:34:16.160855,2026-03-24 15:00:00
1122.0,45744.0,wishlist,2026-03-24 15:34:16.160861,2026-03-24 15:00:00
7377.0,28098.0,view,2026-03-24 15:34:16.160867,2026-03-24 15:00:00
2905.0,42238.0,wishlist,2026-03-24 15:34:16.160874,2026-03-24 15:00:00
8541.0,18331.0,purchase,2026-03-24 15:34:16.160881,2026-03-24 15:00:00
1965.0,65516.0,wishlist,2026-03-24 15:34:16.160888,2026-03-24 15:00:00
5341.0,45164.0,cart,2026-03-24 15:34:16.160895,2026-03-24 15:00:00
6955.0,65236.0,purchase,2026-03-24 15:34:16.160901,2026-03-24 15:00:00
8924.0,98640.0,purchase,2026-03-24 15:34:16.160907,2026-03-24 15:00:00
6814.0,28214.0,view,2026-03-24 15:34:16.160915,2026-03-24 15:00:00
9900.0,10379.0,wishlist,2026-03-24 15:34:16.160921,2026-03-24 15:00:00
4813.0,90373.0,purchase,2026-03-24 15:34:16.160928,2026-03-24 15:00:00
5450.0,54325.0,view,2026-03-24 15:34:16.160934,2026-03-24 15:00:00
8268.0,96099.0,cart,2026-03-24 15:34:16.160951,2026-03-24 15:00:00
7152.0,39533.0,view,2026-03-24 15:34:16.160957,2026-03-24 15:00:00
1436.0,81584.0,purchase,2026-03-24 15:34:16.160963,2026-03-24 15:00:00
6329.0,33092.0,wishlist,2026-03-24 15:34:16.160970,2026-03-24 15:00:00
7489.0,34105.0,view,2026-03-24 15:34:16.160976,2026-03-24 15:00:00
4631.0,99133.0,wishlist,2026-03-24 15:34:16.160982,2026-03-24 15:00:00
7288.0,69807.0,view,2026-03-24 15:34:16.160988,2026-03-24 15:00:00
4032.0,40416.0,cart,2026-03-24 15:34:16.160996,2026-03-24 15:00:00
4428.0,88266.0,wishlist,2026-03-24 15:34:16.161002,2026-03-24 15:00:00
4600.0,17957.0,view,2026-03-24 15:34:16.161023,2026-03-24 15:00:00
4264.0,24507.0,wishlist,2026-03-24 15:34:16.161039,2026-03-24 15:00:00
5230.0,84539.0,purchase,2026-03-24 15:34:16.161045,2026-03-24 15:00:00
9350.0,91695.0,purchase,2026-03-24 15:34:16.161052,2026-03-24 15:00:00
6204.0,58736.0,wishlist,2026-03-24 15:34:16.161060,2026-03-24 15:00:00
2174.0,44793.0,cart,2026-03-24 15:34:16.161119,2026-03-24 15:00:00
7128.0,92782.0,cart,2026-03-24 15:34:16.161148,2026-03-24 15:00:00
1302.0,85825.0,wishlist,2026-03-24 15:34:16.161153,2026-03-24 15:00:00
3116.0,13541.0,view,2026-03-24 15:34:16.161158,2026-03-24 15:00:00
7028.0,83732.0,cart,2026-03-24 15:34:16.161163,2026-03-24 15:00:00
3955.0,56388.0,purchase,2026-03-24 15:34:16.161183,2026-03-24 15:00:00
7014.0,93762.0,purchase,2026-03-24 15:34:16.161191,2026-03-24 15:00:00
8806.0,43992.0,purchase,2026-03-24 15:34:16.161197,2026-03-24 15:00:00
2404.0,41640.0,view,2026-03-24 15:34:16.161203,2026-03-24 15:00:00
2426.0,40700.0,cart,2026-03-24 15:34:16.161209,2026-03-24 15:00:00
9381.0,79135.0,purchase,2026-03-24 15:34:16.161229,2026-03-24 15:00:00
7849.0,34709.0,cart,2026-03-24 15:34:16.161235,2026-03-24 15:00:00
5585.0,66938.0,wishlist,2026-03-24 15:34:16.161242,2026-03-24 15:00:00
7870.0,95287.0,cart,2026-03-24 15:34:16.161247,2026-03-24 15:00:00
8869.0,59930.0,view,2026-03-24 15:34:16.161252,2026-03-24 15:00:00
4688.0,94771.0,wishlist,2026-03-24 15:34:16.161258,2026-03-24 15:00:00
1615.0,54263.0,purchase,2026-03-24 15:34:16.161263,2026-03-24 15:00:00
2992.0,64818.0,view,2026-03-24 15:34:16.161268,2026-03-24 15:00:00
9216.0,35278.0,cart,2026-03-24 15:34:16.161273,2026-03-24 15:00:00
1337.0,10327.0,purchase,2026-03-24 15:34:16.161278,2026-03-24 15:00:00
3208.0,83378.0,view,2026-03-24 15:34:16.161285,2026-03-24 15:00:00
8988.0,32541.0,cart,2026-03-24 15:34:16.161292,2026-03-24 15:00:00
5786.0,25989.0,view,2026-03-24 15:34:16.161298,2026-03-24 15:00:00
5007.0,98702.0,view,2026-03-24 15:34:16.161304,2026-03-24 15:00:00
1970.0,42523.0,view,2026-03-24 15:34:16.161321,2026-03-24 15:00:00
4831.0,39724.0,cart,2026-03-24 15:34:16.161326,2026-03-24 15:00:00
9097.0,99306.0,wishlist,2026-03-24 15:34:16.161330,2026-03-24 15:00:00
9812.0,26808.0,purchase,2026-03-24 15:34:16.161335,2026-03-24 15:00:00
5118.0,63386.0,view,2026-03-24 15:34:16.161340,2026-03-24 15:00:00
4918.0,10805.0,cart,2026-03-24 15:34:16.161345,2026-03-24 15:00:00
5163.0,84770.0,wishlist,2026-03-24 15:34:16.161371,2026-03-24 15:00:00
8893.0,16596.0,cart,2026-03-24 15:34:16.161377,2026-03-24 15:00:00
6465.0,58115.0,purchase,2026-03-24 15:34:16.161383,2026-03-24 15:00:00
5175.0,43379.0,wishlist,2026-03-24 15:34:16.161388,2026-03-24 15:00:00
3304.0,76238.0,view,2026-03-24 15:34:16.161394,2026-03-24 15:00:00
8630.0,41698.0,cart,2026-03-24 15:34:16.161399,2026-03-24 15:00:00
9116.0,68863.0,purchase,2026-03-24 15:34:16.161413,2026-03-24 15:00:00
3413.0,18234.0,wishlist,2026-03-24 15:34:16.161418,2026-03-24 15:00:00
5022.0,18478.0,purchase,2026-03-24 15:34:16.161423,2026-03-24 15:00:00
6714.0,98540.0,view,2026-03-24 15:34:16.161428,2026-03-24 15:00:00
5097.0,48167.0,cart,2026-03-24 15:34:16.161433,2026-03-24 15:00:00
6007.0,70070.0,wishlist,2026-03-24 15:34:16.161438,2026-03-24 15:00:00
1535.0,12082.0,view,2026-03-24 15:34:16.161444,2026-03-24 15:00:00
9863.0,54710.0,view,2026-03-24 15:34:16.161449,2026-03-24 15:00:00
4088.0,10850.0,view,2026-03-24 15:34:16.161455,2026-03-24 15:00:00
6157.0,77415.0,cart,2026-03-24 15:34:16.161460,2026-03-24 15:00:00
7939.0,25013.0,view,2026-03-24 15:34:16.161466,2026-03-24 15:00:00
1912.0,36791.0,cart,2026-03-24 15:34:16.161471,2026-03-24 15:00:00
7889.0,12174.0,cart,2026-03-24 15:34:16.161476,2026-03-24 15:00:00
8581.0,55306.0,purchase,2026-03-24 15:34:16.161481,2026-03-24 15:00:00
2017.0,47955.0,view,2026-03-24 15:34:16.161487,2026-03-24 15:00:00
1182.0,99093.0,cart,2026-03-24 15:34:16.161502,2026-03-24 15:00:00
1659.0,89982.0,wishlist,2026-03-24 15:34:16.161508,2026-03-24 15:00:00
9951.0,16171.0,cart,2026-03-24 15:34:16.161514,2026-03-24 15:00:00
4227.0,69725.0,cart,2026-03-24 15:34:16.161518,2026-03-24 15:00:00
4797.0,81256.0,wishlist,2026-03-24 15:34:16.161523,2026-03-24 15:00:00
8854.0,23504.0,cart,2026-03-24 15:34:16.161531,2026-03-24 15:00:00
1409.0,17641.0,purchase,2026-03-24 15:34:16.161538,2026-03-24 15:00:00
3147.0,55752.0,view,2026-03-24 15:34:16.161552,2026-03-24 15:00:00
8202.0,30130.0,cart,2026-03-24 15:34:16.161558,2026-03-24 15:00:00
8919.0,72186.0,wishlist,2026-03-24 15:34:16.161563,2026-03-24 15:00:00
7817.0,39925.0,purchase,2026-03-24 15:34:16.161569,2026-03-24 15:00:00
6400.0,48220.0,view,2026-03-24 15:34:16.161574,2026-03-24 15:00:00
3894.0,37258.0,wishlist,2026-03-24 15:34:16.161580,2026-03-24 15:00:00
3227.0,54261.0,wishlist,2026-03-24 15:34:16.161585,2026-03-24 15:00:00
9785.0,61607.0,view,2026-03-24 15:34:16.161591,2026-03-24 15:00:00
4412.0,11085.0,purchase,2026-03-24 15:34:16.161596,2026-03-24 15:00:00
7106.0,76223.0,cart,2026-03-24 15:34:16.161601,2026-03-24 15:00:00
6062.0,30754.0,wishlist,2026-03-24 15:34:16.161607,2026-03-24 15:00:00
3495.0,94571.0,view,2026-03-24 15:34:16.161612,2026-03-24 15:00:00
8444.0,17220.0,view,2026-03-24 15:34:16.161616,2026-03-24 15:00:00
2883.0,47193.0,cart,2026-03-24 15:34:16.161629,2026-03-24 15:00:00
6919.0,47211.0,wishlist,2026-03-24 15:34:16.161642,2026-03-24 15:00:00
2131.0,80983.0,wishlist,2026-03-24 15:34:16.161646,2026-03-24 15:00:00
7782.0,15264.0,purchase,2026-03-24 15:34:16.161651,2026-03-24 15:00:00
9247.0,84092.0,view,2026-03-24 15:34:16.161655,2026-03-24 15:00:00
7545.0,55460.0,wishlist,2026-03-24 15:34:16.161660,2026-03-24 15:00:00
9609.0,13163.0,cart,2026-03-24 15:34:16.161665,2026-03-24 15:00:00
2901.0,67422.0,view,2026-03-24 15:34:16.161670,2026-03-24 15:00:00
5252.0,40802.0,view,2026-03-24 15:34:16.161676,2026-03-24 15:00:00
5833.0,66707.0,wishlist,2026-03-24 15:34:16.161681,2026-03-24 15:00:00
4315.0,18307.0,purchase,2026-03-24 15:34:16.161686,2026-03-24 15:00:00
4236.0,43114.0,wishlist,2026-03-24 15:34:16.161691,2026-03-24 15:00:00
8519.0,23863.0,view,2026-03-24 15:34:16.161697,2026-03-24 15:00:00
9461.0,53971.0,wishlist,2026-03-24 15:34:16.161703,2026-03-24 15:00:00
4742.0,73861.0,view,2026-03-24 15:34:16.161708,2026-03-24 15:00:00
3169.0,70810.0,cart,2026-03-24 15:34:16.161719,2026-03-24 15:00:00
9434.0,11151.0,wishlist,2026-03-24 15:34:16.161723,2026-03-24 15:00:00
6235.0,48769.0,purchase,2026-03-24 15:34:16.161726,2026-03-24 15:00:00
3661.0,13504.0,purchase,2026-03-24 15:34:16.161730,2026-03-24 15:00:00
1596.0,54676.0,wishlist,2026-03-24 15:34:16.161734,2026-03-24 15:00:00
4440.0,55739.0,purchase,2026-03-24 15:34:16.161737,2026-03-24 15:00:00
7395.0,32021.0,view,2026-03-24 15:34:16.161740,2026-03-24 15:00:00
6826.0,68325.0,cart,2026-03-24 15:34:16.161744,2026-03-24 15:00:00
8355.0,53499.0,wishlist,2026-03-24 15:34:16.161747,2026-03-24 15:00:00
2009.0,76166.0,purchase,2026-03-24 15:34:16.161750,2026-03-24 15:00:00
4799.0,24026.0,cart,2026-03-24 15:34:16.161754,2026-03-24 15:00:00
9687.0,14302.0,view,2026-03-24 15:34:16.161758,2026-03-24 15:00:00
5298.0,94552.0,cart,2026-03-24 15:34:16.161764,2026-03-24 15:00:00
8802.0,34812.0,purchase,2026-03-24 15:34:16.161770,2026-03-24 15:00:00
2179.0,58233.0,cart,2026-03-24 15:34:16.161774,2026-03-24 15:00:00
4248.0,69911.0,cart,2026-03-24 15:34:16.161778,2026-03-24 15:00:00
6402.0,15998.0,wishlist,2026-03-24 15:34:16.161784,2026-03-24 15:00:00
1848.0,66508.0,cart,2026-03-24 15:34:16.161788,2026-03-24 15:00:00
1779.0,89007.0,wishlist,2026-03-24 15:34:16.161793,2026-03-24 15:00:00
8354.0,11572.0,purchase,2026-03-24 15:34:16.161798,2026-03-24 15:00:00
2045.0,89407.0,wishlist,2026-03-24 15:34:16.161803,2026-03-24 15:00:00
2129.0,50477.0,purchase,2026-03-24 15:34:16.161817,2026-03-24 15:00:00
6597.0,29945.0,wishlist,2026-03-24 15:34:16.161820,2026-03-24 15:00:00
1597.0,90356.0,view,2026-03-24 15:34:16.161824,2026-03-24 15:00:00
8853.0,94991.0,wishlist,2026-03-24 15:34:16.161827,2026-03-24 15:00:00
1828.0,16969.0,wishlist,2026-03-24 15:34:16.161830,2026-03-24 15:00:00
8176.0,71959.0,cart,2026-03-24 15:34:16.161833,2026-03-24 15:00:00
9737.0,73568.0,view,2026-03-24 15:34:16.161837,2026-03-24 15:00:00
4339.0,92379.0,wishlist,2026-03-24 15:34:16.161840,2026-03-24 15:00:00
6152.0,65446.0,view,2026-03-24 15:34:16.161844,2026-03-24 15:00:00
8522.0,50285.0,wishlist,2026-03-24 15:34:16.161847,2026-03-24 15:00:00
7611.0,63372.0,wishlist,2026-03-24 15:34:16.161851,2026-03-24 15:00:00
6537.0,17567.0,wishlist,2026-03-24 15:34:16.161854,2026-03-24 15:00:00
5679.0,93028.0,cart,2026-03-24 15:34:16.161857,2026-03-24 15:00:00
1707.0,98285.0,wishlist,2026-03-24 15:34:16.161861,2026-03-24 15:00:00
2424.0,83720.0,view,2026-03-24 15:34:16.161864,2026-03-24 15:00:00
9396.0,65587.0,purchase,2026-03-24 15:34:16.161867,2026-03-24 15:00:00
1858.0,33737.0,purchase,2026-03-24 15:34:16.161870,2026-03-24 15:00:00
9292.0,83983.0,purchase,2026-03-24 15:34:16.161874,2026-03-24 15:00:00
3760.0,38636.0,view,2026-03-24 15:34:16.161877,2026-03-24 15:00:00
3621.0,51267.0,wishlist,2026-03-24 15:34:16.161880,2026-03-24 15:00:00
3692.0,84526.0,view,2026-03-24 15:34:16.161883,2026-03-24 15:00:00
2560.0,37067.0,purchase,2026-03-24 15:34:16.161887,2026-03-24 15:00:00
4305.0,76355.0,wishlist,2026-03-24 15:34:16.161890,2026-03-24 15:00:00
6401.0,17850.0,purchase,2026-03-24 15:34:16.161894,2026-03-24 15:00:00
8727.0,43369.0,purchase,2026-03-24 15:34:16.161904,2026-03-24 15:00:00
3457.0,92363.0,wishlist,2026-03-24 15:34:16.161907,2026-03-24 15:00:00
6075.0,51877.0,wishlist,2026-03-24 15:34:16.161911,2026-03-24 15:00:00
8542.0,59465.0,wishlist,2026-03-24 15:34:16.161914,2026-03-24 15:00:00
9871.0,60574.0,purchase,2026-03-24 15:34:16.161917,2026-03-24 15:00:00
3771.0,88437.0,purchase,2026-03-24 15:34:16.161921,2026-03-24 15:00:00
5145.0,91570.0,cart,2026-03-24 15:34:16.161924,2026-03-24 15:00:00
8557.0,15257.0,purchase,2026-03-24 15:34:16.161928,2026-03-24 15:00:00
6655.0,93236.0,purchase,2026-03-24 15:34:16.161931,2026-03-24 15:00:00
8431.0,84411.0,wishlist,2026-03-24 15:34:16.161934,2026-03-24 15:00:00
6087.0,43362.0,cart,2026-03-24 15:34:16.161938,2026-03-24 15:00:00
8392.0,19870.0,purchase,2026-03-24 15:34:16.161941,2026-03-24 15:00:00
9476.0,88117.0,cart,2026-03-24 15:34:16.161945,2026-03-24 15:00:00
4239.0,13491.0,wishlist,2026-03-24 15:34:16.161948,2026-03-24 15:00:00
4128.0,91543.0,cart,2026-03-24 15:34:16.161951,2026-03-24 15:00:00
3423.0,28465.0,view,2026-03-24 15:34:16.161954,2026-03-24 15:00:00
1931.0,16840.0,cart,2026-03-24 15:34:16.161958,2026-03-24 15:00:00
2527.0,32484.0,wishlist,2026-03-24 15:34:16.161961,2026-03-24 15:00:00
4066.0,11538.0,wishlist,2026-03-24 15:34:16.161969,2026-03-24 15:00:00
3650.0,49729.0,cart,2026-03-24 15:34:16.161973,2026-03-24 15:00:00
6867.0,91143.0,cart,2026-03-24 15:34:16.161976,2026-03-24 15:00:00
1857.0,51604.0,view,2026-03-24 15:34:16.161979,2026-03-24 15:00:00
1237.0,36493.0,wishlist,2026-03-24 15:34:16.161983,2026-03-24 15:00:00
4012.0,16886.0,view,2026-03-24 15:34:16.161986,2026-03-24 15:00:00
6874.0,50978.0,view,2026-03-24 15:34:16.161989,2026-03-24 15:00:00
1756.0,82965.0,cart,2026-03-24 15:34:16.161992,2026-03-24 15:00:00
7954.0,61887.0,wishlist,2026-03-24 15:34:16.161996,2026-03-24 15:00:00
6545.0,32478.0,purchase,2026-03-24 15:34:16.161999,2026-03-24 15:00:00
7884.0,89304.0,purchase,2026-03-24 15:34:16.162002,2026-03-24 15:00:00
2166.0,90103.0,purchase,2026-03-24 15:34:16.162005,2026-03-24 15:00:00
5293.0,35007.0,view,2026-03-24 15:34:16.162009,2026-03-24 15:00:00
2917.0,48369.0,view,2026-03-24 15:34:16.162012,2026-03-24 15:00:00
9849.0,71457.0,purchase,2026-03-24 15:34:16.162016,2026-03-24 15:00:00
8142.0,56902.0,wishlist,2026-03-24 15:34:16.162019,2026-03-24 15:00:00
3713.0,33744.0,view,2026-03-24 15:34:16.162027,2026-03-24 15:00:00
4657.0,54467.0,cart,2026-03-24 15:34:16.162036,2026-03-24 15:00:00
4191.0,88383.0,view,2026-03-24 15:34:16.162039,2026-03-24 15:00:00
5577.0,86964.0,cart,2026-03-24 15:34:16.162042,2026-03-24 15:00:00
5824.0,81511.0,cart,2026-03-24 15:34:16.162046,2026-03-24 15:00:00
4157.0,46120.0,purchase,2026-03-24 15:34:16.162050,2026-03-24 15:00:00
9895.0,75402.0,view,2026-03-24 15:34:16.162054,2026-03-24 15:00:00
2404.0,96889.0,cart,2026-03-24 15:34:16.162057,2026-03-24 15:00:00
6295.0,72974.0,cart,2026-03-24 15:34:16.162065,2026-03-24 15:00:00
1569.0,63108.0,wishlist,2026-03-24 15:34:16.162073,2026-03-24 15:00:00
2645.0,86100.0,cart,2026-03-24 15:34:16.162076,2026-03-24 15:00:00
1705.0,82689.0,purchase,2026-03-24 15:34:16.162079,2026-03-24 15:00:00
4329.0,63484.0,purchase,2026-03-24 15:34:16.162082,2026-03-24 15:00:00
1401.0,77948.0,cart,2026-03-24 15:34:16.162086,2026-03-24 15:00:00
6565.0,55175.0,wishlist,2026-03-24 15:34:16.162089,2026-03-24 15:00:00
3561.0,83150.0,purchase,2026-03-24 15:34:16.162092,2026-03-24 15:00:00
2990.0,87362.0,purchase,2026-03-24 15:34:16.162101,2026-03-24 15:00:00
9254.0,25055.0,view,2026-03-24 15:34:16.162110,2026-03-24 15:00:00
7639.0,56931.0,cart,2026-03-24 15:34:16.162113,2026-03-24 15:00:00
1040.0,12709.0,view,2026-03-24 15:34:16.162116,2026-03-24 15:00:00
3340.0,67224.0,cart,2026-03-24 15:34:16.162119,2026-03-24 15:00:00
6803.0,14296.0,purchase,2026-03-24 15:34:16.162127,2026-03-24 15:00:00
9357.0,38177.0,cart,2026-03-24 15:34:16.162135,2026-03-24 15:00:00
6121.0,83315.0,purchase,2026-03-24 15:34:16.162139,2026-03-24 15:00:00
6876.0,11114.0,view,2026-03-24 15:34:16.162142,2026-03-24 15:00:00
4689.0,16129.0,cart,2026-03-24 15:34:16.162145,2026-03-24 15:00:00
6496.0,25826.0,view,2026-03-24 15:34:16.162148,2026-03-24 15:00:00
4631.0,68438.0,cart,2026-03-24 15:34:16.162151,2026-03-24 15:00:00
1499.0,89859.0,wishlist,2026-03-24 15:34:16.162155,2026-03-24 15:00:00
8032.0,53376.0,wishlist,2026-03-24 15:34:16.162158,2026-03-24 15:00:00
4582.0,20212.0,wishlist,2026-03-24 15:34:16.162161,2026-03-24 15:00:00
